cik,ticker,name,exchange,industry,revenue_M,employees,environment_grade,environment_level,environment_score,social_grade,social_level,social_score,governance_grade,governance_level,governance_score,total_grade,total_level,total_score,last_processing_date
0001373715,NOW,ServiceNow Inc,NYSE,Technology,5896.0,17000,A,High,550,BB,Medium,374,BB,Medium,350,A,High,1274,2022-04-19
0000073309,NUE,Nucor Corp,NYSE,Metals and Mining,36484.0,27400,BB,Medium,374,BB,Medium,340,B,Medium,225,BBB,High,939,2022-04-18
0001492633,NLSN,Nielsen Holdings PLC,NYSE,Professional Services,6336.0,14000,A,High,500,BB,Medium,310,BB,Medium,300,BBB,High,1110,2022-04-18
0000702165,NSC,Norfolk Southern Corp,NYSE,Road and Rail,11142.0,20900,BB,Medium,358,BB,Medium,339,BB,Medium,330,BBB,High,1027,2022-04-18
0000906163,NVR,NVR Inc,NYSE,Consumer products,8498.0,6700,B,Medium,265,B,Medium,206,B,Medium,205,B,Medium,676,2022-04-18
0000080661,PGR,Progressive Corp,NYSE,Insurance,45277.0,49900,BB,Medium,350,BB,Medium,355,B,Medium,270,BBB,High,975,2022-04-19
0000078003,PFE,Pfizer Inc,NYSE,Pharmaceuticals,81288.0,79000,A,High,500,BB,Medium,300,BB,Medium,300,BBB,High,1100,2022-04-18
0000822416,PHM,Pultegroup Inc,NYSE,Consumer products,13842.0,6300,B,Medium,215,B,Medium,203,B,Medium,240,B,Medium,658,2022-04-19
0000076334,PH,Parker-Hannifin Corp,NYSE,Machinery,14884.0,55000,BB,Medium,325,BB,Medium,303,B,Medium,225,BB,Medium,853,2022-04-18
0000031791,PKI,PerkinElmer Inc,NYSE,Life Sciences Tools and Services,3780.0,15000,A,High,515,BB,Medium,316,BB,Medium,325,BBB,High,1156,2022-04-18
0001045609,PLD,Prologis Inc,NYSE,Real Estate,4759.0,2600,A,High,579,BB,Medium,374,BB,Medium,315,A,High,1268,2022-04-19
0000079879,PPG,PPG Industries Inc,NYSE,Chemicals,16827.0,49000,B,Medium,293,B,Medium,236,B,Medium,220,B,Medium,749,2022-04-18
0001393311,PSA,Public Storage,NYSE,Real Estate,2822.0,5900,B,Medium,235,B,Medium,245,B,Medium,205,B,Medium,685,2022-04-19
0000713676,PNC,PNC Financial Services Group Inc,NYSE,Banking,17775.0,56000,BBB,High,455,BB,Medium,323,BB,Medium,300,BBB,High,1078,2022-04-18
0001413329,PM,Philip Morris International Inc,NYSE,Tobacco,31405.0,71000,A,High,520,BB,Medium,327,BB,Medium,315,BBB,High,1162,2022-04-18
0000075677,PKG,Packaging Corp of America,NYSE,Packaging,7025.0,14000,A,High,500,BB,Medium,303,BB,Medium,300,BBB,High,1103,2022-04-18
0001534701,PSX,Phillips 66,NYSE,Energy,111407.0,14300,A,High,569,BB,Medium,363,BB,Medium,310,A,High,1242,2022-04-18
0001137774,PRU,Prudential Financial Inc,NYSE,Insurance,59188.0,40000,B,Medium,285,BB,Medium,300,B,Medium,288,BB,Medium,873,2022-04-19
0000077360,PNR,Pentair PLC,NYSE,Machinery,3536.0,11600,BBB,High,433,BB,Medium,330,BB,Medium,315,BBB,High,1078,2022-04-18
0000764622,PNW,Pinnacle West Capital Corp,NYSE,Utilities,3648.0,6700,AA,Excellent,629,BBB,High,479,BB,Medium,300,A,High,1408,2022-04-18
0000922224,PPL,PPL Corp,NYSE,Utilities,7892.0,6800,A,High,525,BB,Medium,306,BB,Medium,300,BBB,High,1131,2022-04-18
0001050915,PWR,Quanta Services Inc,NYSE,Construction,12754.0,47000,A,High,540,BB,Medium,382,BB,Medium,310,A,High,1232,2022-04-19
0000720005,RJF,Raymond James Financial Inc,NYSE,Financial Services,9765.0,15000,A,High,505,BB,Medium,309,BB,Medium,305,BBB,High,1119,2022-04-19
0001281761,RF,Regions Financial Corp,NYSE,Banking,6073.0,22000,BBB,High,490,BB,Medium,304,BB,Medium,305,BBB,High,1099,2022-04-17
0000884887,RCL,Royal Caribbean Cruises Ltd,NYSE,Hotels Restaurants and Leisure,5542.0,60000,A,High,503,BB,Medium,327,BB,Medium,310,BBB,High,1140,2022-04-19
0001037038,RL,Ralph Lauren Corp,NYSE,Textiles Apparel and Luxury Goods,6179.0,26000,BBB,High,420,BB,Medium,352,BB,Medium,303,BBB,High,1075,2022-04-19
0000078239,PVH,PVH Corp,NYSE,Textiles Apparel and Luxury Goods,9153.0,40000,BBB,High,418,BB,Medium,319,BB,Medium,315,BBB,High,1052,2022-04-19
0000315213,RHI,Robert Half International Inc,NYSE,Professional Services,5855.0,38500,B,Medium,255,BB,Medium,334,BB,Medium,310,BB,Medium,899,2022-04-19
0001038357,PXD,Pioneer Natural Resources Co,NYSE,Energy,9483.0,1750,AA,Excellent,700,BBB,High,412,BB,Medium,300,A,High,1412,2022-04-18
0000084839,ROL,Rollins Inc,NYSE,Commercial Services and Supplies,2032.0,13000,A,High,500,BB,Medium,300,BB,Medium,305,BBB,High,1105,2022-04-19
0000943819,RMD,Resmed Inc,NYSE,Health Care,3202.0,8000,BB,Medium,330,BB,Medium,312,BB,Medium,300,BBB,High,942,2022-04-19
0000316709,SCHW,Charles Schwab Corp,NYSE,Financial Services,18521.0,33200,A,High,515,BB,Medium,300,BB,Medium,300,BBB,High,1115,2022-04-16
0001024478,ROK,Rockwell Automation Inc,NYSE,Electrical Equipment,6977.0,23000,BB,Medium,308,B,Medium,243,B,Medium,210,BB,Medium,761,2022-04-19
0001260221,TDG,TransDigm Group Inc,NYSE,Aerospace and Defense,14196.0,14000,A,High,500,BB,Medium,300,BB,Medium,300,BBB,High,1100,2022-04-19
0001012100,SEE,Sealed Air Corp,NYSE,Packaging,5674.0,17000,A,High,555,BB,Medium,318,B,Medium,257,BBB,High,1130,2022-04-19
0000882835,ROP,Roper Technologies Inc,NYSE,Technology,5543.0,14000,A,High,570,BB,Medium,350,BB,Medium,340,A,High,1260,2022-04-19
0000093556,SWK,Stanley Black & Decker Inc,NYSE,Machinery,15617.0,54700,A,High,555,BB,Medium,315,BB,Medium,300,BBB,High,1170,2022-04-19
0000016918,STZ,Constellation Brands Inc,NYSE,Beverages,8819.0,10000,BBB,High,459,BB,Medium,313,B,Medium,295,BBB,High,1067,2022-04-16
0000310764,SYK,Stryker Corp,NYSE,Health Care,17108.0,40000,BBB,High,485,BB,Medium,321,BB,Medium,325,BBB,High,1131,2022-04-19
0000096021,SYY,Sysco Corp,NYSE,Retail,57981.0,57000,A,High,555,BB,Medium,301,BB,Medium,305,BBB,High,1161,2022-04-19
0000089800,SHW,Sherwin-Williams Co,NYSE,Chemicals,19945.0,61000,B,Medium,295,B,Medium,259,B,Medium,220,BB,Medium,774,2022-04-19
0000064040,SPGI,S&P Global Inc,NYSE,Financial Services,8297.0,33790,BBB,High,435,BB,Medium,341,BB,Medium,310,BBB,High,1086,2022-06-11
0001757898,STE,STERIS plc,NYSE,Health Care,4527.0,18000,A,High,510,BB,Medium,301,BB,Medium,305,BBB,High,1116,2022-04-19
0001601712,SYF,Synchrony Financial,NYSE,Financial Services,8180.0,20000,BB,Medium,325,BB,Medium,312,BB,Medium,310,BBB,High,947,2022-04-19
0001063761,SPG,Simon Property Group Inc,NYSE,Real Estate,4738.0,4300,B,Medium,225,B,Medium,247,B,Medium,205,B,Medium,677,2022-04-19
0001032208,SRE,Sempra Energy,NYSE,Utilities,10998.0,15000,AA,Excellent,700,BB,Medium,386,BB,Medium,310,A,High,1396,2022-04-19
0000092122,SO,Southern Co,NYSE,Utilities,20537.0,29000,A,High,515,BB,Medium,307,BB,Medium,330,BBB,High,1152,2022-04-19
0000093751,STT,State Street Corp,NYSE,Financial Services,12034.0,40000,B,Medium,225,B,Medium,211,B,Medium,210,B,Medium,646,2022-04-19
0000091440,SNA,Snap-On Inc,NYSE,Machinery,3735.0,14700,A,High,500,BB,Medium,300,B,Medium,261,BBB,High,1061,2022-04-19
0000101829,RTX,Raytheon Technologies Corp,NYSE,Aerospace and Defense,64388.0,181000,A,High,520,BB,Medium,330,BBB,High,400,A,High,1250,2022-06-11
0000874766,HIG,Hartford Financial Services Group Inc,NYSE,Insurance,22388.0,20000,A,High,500,BB,Medium,305,BB,Medium,305,BBB,High,1110,2022-04-17
0001385157,TEL,TE Connectivity Ltd,NYSE,Electrical Equipment,14197.0,65000,B,Medium,200,B,Medium,200,B,Medium,200,B,Medium,600,2022-04-19
0000096943,TFX,Teleflex Inc,NYSE,Health Care,2537.0,14000,B,Medium,200,B,Medium,200,B,Medium,200,B,Medium,600,2022-04-19
0000092230,TFC,Truist Financial Corp,NYSE,Banking,14934.0,55000,BBB,High,480,BB,Medium,308,BB,Medium,300,BBB,High,1088,2022-06-11
0001094285,TDY,Teledyne Technologies Inc,NYSE,Electrical Equipment,3082.0,13000,A,High,500,BB,Medium,300,BB,Medium,300,BBB,High,1100,2022-04-19
0000027419,TGT,Target Corp,NYSE,Retail,106005.0,440000,A,High,550,BB,Medium,342,BB,Medium,313,A,High,1205,2022-04-19
0000109198,TJX,TJX Companies Inc,NYSE,Retail,48549.0,294000,A,High,500,BB,Medium,300,BB,Medium,300,BBB,High,1100,2022-04-19
0001116132,TPR,Tapestry Inc,NYSE,Textiles Apparel and Luxury Goods,6038.0,15000,BBB,High,483,BB,Medium,310,BB,Medium,300,BBB,High,1093,2022-06-11
0000086312,TRV,Travelers Companies Inc,NYSE,Insurance,33977.0,30400,A,High,500,BB,Medium,300,BB,Medium,300,BBB,High,1100,2022-07-27
0000097745,TMO,Thermo Fisher Scientific Inc,NYSE,Life Sciences Tools and Services,39211.0,80000,A,High,527,BB,Medium,332,B,Medium,280,BBB,High,1139,2022-04-19
0001466258,TT,Trane Technologies PLC,NYSE,Building,14125.0,38000,AA,Excellent,700,BB,Medium,389,BB,Medium,320,A,High,1409,2022-06-11
0000100493,TSN,Tyson Foods Inc,NYSE,Food Products,47049.0,137000,A,High,530,BB,Medium,374,BB,Medium,340,A,High,1244,2022-04-19
0000860731,TYL,Tyler Technologies Inc,NYSE,Technology,1090.0,5800,BBB,High,400,BB,Medium,306,BB,Medium,305,BBB,High,1011,2022-04-19
0000217346,TXT,Textron Inc,NYSE,Aerospace and Defense,12867.0,35000,A,High,500,BB,Medium,300,B,Medium,200,BBB,High,1000,2022-09-17
0000731766,UNH,UnitedHealth Group Inc,NYSE,Health Care,287597.0,350000,A,High,500,BB,Medium,300,BB,Medium,300,BBB,High,1100,2022-04-19
0001090727,UPS,United Parcel Service Inc,NYSE,Logistics and Transportation,97287.0,534000,A,High,540,BB,Medium,374,B,Medium,245,BBB,High,1159,2022-04-19
0000074208,UDR,UDR Inc,NYSE,Real Estate,1054.0,1700,B,Medium,225,BB,Medium,301,B,Medium,215,B,Medium,741,2022-04-19
0000352915,UHS,Universal Health Services Inc,NYSE,Health Care,12642.0,90000,A,High,560,BB,Medium,320,BB,Medium,338,A,High,1218,2022-04-19
0001285785,MOS,Mosaic Co,NYSE,Chemicals,12344.0,14600,A,High,515,BB,Medium,379,BB,Medium,315,A,High,1209,2022-04-18
0000036104,USB,US Bancorp,NYSE,Banking,23290.0,68000,BB,Medium,336,BB,Medium,317,BB,Medium,300,BBB,High,953,2022-04-19
0001067701,URI,United Rentals Inc,NYSE,Trading Companies and Distributors,10138.0,19600,BBB,High,472,BB,Medium,318,BB,Medium,300,BBB,High,1090,2022-04-19
0000899689,VNO,Vornado Realty Trust,NYSE,Real Estate,1765.0,4400,A,High,540,BB,Medium,326,BB,Medium,325,BBB,High,1191,2022-04-19
0001035002,VLO,Valero Energy Corp,NYSE,Energy,108332.0,10000,AA,Excellent,608,BB,Medium,307,BB,Medium,330,A,High,1245,2022-04-19
0000103379,VFC,VF Corp,NYSE,Textiles Apparel and Luxury Goods,11803.0,35000,A,High,505,BB,Medium,301,BB,Medium,300,BBB,High,1106,2022-04-19
0001403161,V,Visa Inc,NYSE,Technology,12970.0,21500,A,High,504,BB,Medium,368,BB,Medium,310,BBB,High,1182,2022-04-19
0000740260,VTR,Ventas Inc,NYSE,Real Estate,3700.0,500,A,High,500,BB,Medium,300,BB,Medium,300,BBB,High,1100,2022-04-19
0001396009,VMC,Vulcan Materials Co,NYSE,Construction,4625.0,10000,A,High,570,BB,Medium,319,BB,Medium,300,BBB,High,1189,2022-04-19
0000783325,WEC,WEC Energy Group Inc,NYSE,Utilities,7718.0,8000,AA,Excellent,635,BBB,High,438,BB,Medium,300,A,High,1373,2022-04-19
0000766704,WELL,Welltower OP LLC,NYSE,Real Estate,4707.0,3400,BBB,High,437,BB,Medium,326,BB,Medium,300,BBB,High,1063,2022-04-21
0001000697,WAT,Waters Corp,NYSE,Life Sciences Tools and Services,2562.0,7300,B,Medium,270,B,Medium,292,B,Medium,235,BB,Medium,797,2022-04-19
0000823768,WM,Waste Management Inc,NYSE,Commercial Services and Supplies,18199.0,49500,AA,Excellent,613,BBB,High,408,B,Medium,285,A,High,1306,2022-04-19
0000943452,WAB,Westinghouse Air Brake Technologies Corp,NYSE,Machinery,7836.0,27000,AA,Excellent,607,BB,Medium,311,BB,Medium,320,A,High,1238,2022-04-19
0000107263,WMB,Williams Companies Inc,NYSE,Energy,10627.0,6800,A,High,500,BB,Medium,300,BB,Medium,300,BBB,High,1100,2022-04-20
0000072971,WFC,Wells Fargo & Co,NYSE,Banking,78492.0,250000,A,High,500,BB,Medium,300,BB,Medium,300,BBB,High,1100,2022-04-19
0000106640,WHR,Whirlpool Corp,NYSE,Consumer products,19407.0,78000,A,High,500,BB,Medium,301,BB,Medium,300,BBB,High,1101,2022-04-20
0000105770,WST,West Pharmaceutical Services Inc,NYSE,Life Sciences Tools and Services,2815.0,8400,A,High,540,BB,Medium,330,BB,Medium,305,BBB,High,1175,2022-04-20
0000011544,WRB,W R Berkley Corp,NYSE,Insurance,10026.0,8000,BB,Medium,360,B,Medium,294,BB,Medium,300,BBB,High,954,2022-04-19
0000104169,WMT,Walmart Inc,NYSE,Retail,572754.0,2300000,BB,Medium,310,B,Medium,281,B,Medium,220,BB,Medium,811,2022-04-19
0001365135,WU,Western Union Co,NYSE,Technology,5062.0,10000,B,Medium,205,B,Medium,205,B,Medium,228,B,Medium,638,2022-04-20
0001041061,YUM,Yum! Brands Inc,NYSE,Hotels Restaurants and Leisure,6090.0,34000,A,High,500,BB,Medium,320,BB,Medium,310,BBB,High,1130,2022-04-20
0001524472,XYL,Xylem Inc,NYSE,Machinery,5202.0,21000,BB,Medium,374,B,Medium,254,B,Medium,210,BB,Medium,838,2022-04-20
0000106535,WY,Weyerhaeuser Co,NYSE,Real Estate,10201.0,9600,AA,Excellent,700,BB,Medium,340,BB,Medium,300,A,High,1340,2022-04-20
0001732845,WRK,Westrock Co,NYSE,Packaging,18286.0,49000,A,High,555,BB,Medium,324,BB,Medium,305,BBB,High,1184,2022-04-20
0000034088,XOM,Exxon Mobil Corp,NYSE,Energy,276692.0,63000,A,High,538,BB,Medium,322,BB,Medium,313,BBB,High,1173,2022-04-17
0001136869,ZBH,Zimmer Biomet Holdings Inc,NYSE,Health Care,8001.0,21000,A,High,520,BB,Medium,330,BB,Medium,310,BBB,High,1160,2022-04-20
0001555280,ZTS,Zoetis Inc,NYSE,Pharmaceuticals,7776.0,12100,A,High,520,BB,Medium,348,BB,Medium,310,BBB,High,1178,2022-04-20
0000315189,DE,Deere & Co,NYSE,Machinery,44024.0,69000,A,High,560,BB,Medium,339,BB,Medium,305,A,High,1204,2022-04-17
0001666700,DD,Dupont De Nemours Inc,NYSE,Chemicals,15668.0,34300,A,High,550,BB,Medium,341,B,Medium,295,BBB,High,1186,2022-04-17
0000715957,D,Dominion Energy Inc,NYSE,Utilities,15785.0,17000,A,High,535,BB,Medium,325,BB,Medium,310,BBB,High,1170,2022-04-17
0000064803,CVS,CVS Health Corp,NYSE,Health Care,292111.0,258000,A,High,540,BB,Medium,302,BB,Medium,315,BBB,High,1157,2022-04-17
0000027904,DAL,Delta Air Lines Inc,NYSE,Airlines,29899.0,83000,A,High,515,BB,Medium,300,BB,Medium,313,BBB,High,1128,2022-04-17
0001108524,CRM,Salesforce Inc,NYSE,Technology,26492.0,73541,B,Medium,215,B,Medium,241,B,Medium,200,B,Medium,656,2022-04-19
0000093410,CVX,Chevron Corp,NYSE,Energy,155606.0,42595,B,Medium,210,B,Medium,217,B,Medium,210,B,Medium,637,2022-04-22
0001755672,CTVA,Corteva Inc,NYSE,Chemicals,15655.0,23000,AA,Excellent,610,BB,Medium,312,BB,Medium,320,A,High,1242,2022-06-10
0000858470,CTRA,Coterra Energy Inc,NYSE,Energy,2300.0,700,A,High,555,BB,Medium,329,BB,Medium,310,BBB,High,1194,2022-06-11
0001596783,CTLT,Catalent Inc,NYSE,Pharmaceuticals,4185.0,16000,BBB,High,483,BB,Medium,303,BB,Medium,305,BBB,High,1091,2022-04-16
0000016732,CPB,Campbell Soup Co,NYSE,Food Products,8475.0,14000,A,High,515,BB,Medium,301,BB,Medium,305,BBB,High,1121,2022-04-16
0001100682,CRL,Charles River Laboratories International Inc,NYSE,Life Sciences Tools and Services,3537.0,19000,A,High,510,BB,Medium,322,B,Medium,235,BBB,High,1067,2022-04-16
0001163165,COP,Conocophillips,NYSE,Energy,47020.0,9700,AA,Excellent,687,A,High,544,BB,Medium,305,A,High,1536,2022-04-16
0000711404,COO,Cooper Companies Inc,NYSE,Health Care,3105.0,14000,A,High,500,BB,Medium,300,BB,Medium,300,BBB,High,1100,2022-04-16
0000927628,COF,Capital One Financial Corp,NYSE,Financial Services,31364.0,51300,A,High,508,BB,Medium,309,BB,Medium,320,BBB,High,1137,2022-04-16
0001071739,CNC,Centene Corp,NYSE,Health Care,125985.0,75000,A,High,548,BB,Medium,355,BB,Medium,315,A,High,1218,2022-04-16
0001130310,CNP,CenterPoint Energy Inc,NYSE,Utilities,8178.0,8500,A,High,550,BB,Medium,320,B,Medium,260,BBB,High,1130,2022-04-16
0000811156,CMS,CMS Energy Corp,NYSE,Utilities,6963.0,7500,BBB,High,450,AA,Excellent,667,C,Low,75,BBB,High,1192,2022-04-16
0000026172,CMI,Cummins Inc,NYSE,Machinery,19811.0,57825,A,High,510,BB,Medium,320,BB,Medium,300,BBB,High,1130,2022-04-17
0000021665,CL,Colgate-Palmolive Co,NYSE,Consumer products,17421.0,33700,A,High,520,BB,Medium,310,BB,Medium,310,BBB,High,1140,2022-04-16
0000066740,MMM,3M Co,NYSE,Industrial Conglomerates,35355.0,95000,A,High,526,BB,Medium,310,BB,Medium,305,BBB,High,1141,2022-04-16
0000759944,CFG,Citizens Financial Group Inc,NYSE,Banking,7188.0,17500,B,Medium,230,B,Medium,215,B,Medium,205,B,Medium,650,2022-04-16
0000023217,CAG,Conagra Brands Inc,NYSE,Food Products,11198.0,18000,A,High,525,BB,Medium,306,BB,Medium,300,BBB,High,1131,2022-04-16
0001739940,CI,Cigna Corp,NYSE,Health Care,174078.0,74000,A,High,508,BB,Medium,328,BB,Medium,310,BBB,High,1146,2022-04-16
0000721371,CAH,Cardinal Health Inc,NYSE,Health Care,162467.0,44000,A,High,505,BB,Medium,300,BB,Medium,315,BBB,High,1120,2022-04-16
0001141391,MA,Mastercard Inc,NYSE,Technology,18884.0,24000,B,Medium,210,B,Medium,230,B,Medium,215,B,Medium,655,2022-04-18
0001679273,LW,Lamb Weston Holdings Inc,NYSE,Food Products,4404.0,10000,BB,Medium,345,B,Medium,256,BB,Medium,300,BBB,High,901,2022-06-10
0000912595,MAA,Mid-America Apartment Communities Inc,NYSE,Real Estate,1780.0,2500,BB,Medium,315,B,Medium,261,B,Medium,210,BB,Medium,786,2022-04-18
0000916076,MLM,Martin Marietta Materials Inc,NYSE,Construction,5010.0,10500,A,High,573,BB,Medium,313,BB,Medium,300,BBB,High,1186,2022-04-18
0000092380,LUV,Southwest Airlines Co,NYSE,Airlines,15791.0,56500,B,Medium,295,BB,Medium,314,B,Medium,218,BB,Medium,827,2022-04-19
0000059558,LNC,Lincoln National Corp,NYSE,Insurance,18921.0,11000,AA,Excellent,700,BB,Medium,300,BB,Medium,300,A,High,1300,2022-04-18
0000920760,LEN,Lennar Corp,NYSE,Consumer products,26266.0,8000,BB,Medium,363,BB,Medium,344,B,Medium,220,BBB,High,927,2022-04-18
0000080424,PG,Procter & Gamble Co,NYSE,Consumer products,76118.0,101000,A,High,560,BBB,High,422,BB,Medium,310,A,High,1292,2022-04-18
0001821825,OGN,Organon & Co,NYSE,Pharmaceuticals,6518.0,9000,A,High,515,BB,Medium,335,BB,Medium,305,BBB,High,1155,2022-06-11
0000797468,OXY,Occidental Petroleum Corp,NYSE,Energy,25974.0,11400,A,High,505,BB,Medium,302,BB,Medium,300,BBB,High,1107,2022-04-18
0001571996,DELL,Dell Technologies Inc,NYSE,Technology,101197.0,133000,A,High,500,BB,Medium,318,B,Medium,275,BBB,High,1093,2022-06-10
0001590955,PAYC,Paycom Software Inc,NYSE,Technology,1005.0,5300,BBB,High,470,BB,Medium,305,BB,Medium,315,BBB,High,1090,2022-04-18
0000788784,PEG,Public Service Enterprise Group Inc,NYSE,Utilities,9325.0,13000,A,High,500,BB,Medium,300,B,Medium,205,BBB,High,1005,2022-04-19
0001039684,OKE,ONEOK Inc,NYSE,Energy,14218.0,4600,A,High,581,BB,Medium,326,BB,Medium,355,A,High,1262,2022-04-18
0001013871,NRG,NRG Energy Inc,NYSE,Utilities,9828.0,3600,BB,Medium,371,BB,Medium,327,B,Medium,218,BBB,High,916,2022-04-18
0000060086,L,Loews Corp,NYSE,Insurance,17012.0,19000,A,High,505,BB,Medium,303,BB,Medium,313,BBB,High,1121,2022-04-18
0000029989,OMC,Omnicom Group Inc,NYSE,Media,14289.0,77000,A,High,543,BB,Medium,333,BB,Medium,305,BBB,High,1181,2022-04-18
0001341439,ORCL,Oracle Corp,NYSE,Technology,40479.0,143000,A,High,500,BB,Medium,300,B,Medium,200,BBB,High,1000,2022-09-17
0000726728,O,Realty Income Corp,NYSE,Real Estate,1800.0,300,A,High,500,BB,Medium,300,BB,Medium,300,BBB,High,1100,2022-04-19
0001286681,DPZ,Domino's Pizza Inc,NYSE,Hotels Restaurants and Leisure,4117.0,16000,B,Medium,205,B,Medium,205,B,Medium,200,B,Medium,610,2022-04-17
0000732717,T,AT&T Inc,NYSE,Telecommunication,168864.0,203000,B,Medium,210,B,Medium,200,BB,Medium,305,B,Medium,715,2022-04-16
0000100885,UNP,Union Pacific Corp,NYSE,Road and Rail,21804.0,32269,B,Medium,290,B,Medium,257,B,Medium,245,BB,Medium,792,2022-04-19
0001164727,NEM,Newmont Corporation,NYSE,Metals and Mining,11497.0,15300,AA,Excellent,675,BB,Medium,389,BB,Medium,355,A,High,1419,2022-04-18
0001048911,FDX,FedEx Corp,NYSE,Logistics and Transportation,83959.0,570000,BB,Medium,335,B,Medium,278,B,Medium,255,BB,Medium,868,2022-04-17
0000320187,NKE,Nike Inc,NYSE,Textiles Apparel and Luxury Goods,44538.0,73300,B,Medium,205,B,Medium,275,B,Medium,200,B,Medium,680,2022-04-18
0000037996,F,Ford Motor Co,NYSE,Automobiles,136341.0,183000,B,Medium,292,B,Medium,246,B,Medium,215,BB,Medium,753,2022-04-17
0000936468,LMT,Lockheed Martin Corp,NYSE,Aerospace and Defense,67044.0,114000,A,High,510,BB,Medium,324,BB,Medium,320,BBB,High,1154,2022-04-18
0001060391,RSG,Republic Services Inc,NYSE,Commercial Services and Supplies,10150.0,40000,B,Medium,293,B,Medium,235,B,Medium,216,B,Medium,744,2022-04-19
0001463101,ENPH,Enphase Energy Inc,NASDAQ,Semiconductors,1382.0,3000,A,High,565,BB,Medium,316,BB,Medium,300,BBB,High,1181,2022-04-17
0001109357,EXC,Exelon Corp,NASDAQ,Utilities,35985.0,22500,AA,Excellent,694,BBB,High,403,BB,Medium,316,A,High,1413,2022-04-17
0000746515,EXPD,Expeditors International of Washington Inc,NASDAQ,Logistics and Transportation,16529.0,17711,A,High,510,BB,Medium,302,BB,Medium,300,BBB,High,1112,2022-04-17
0001324424,EXPE,Expedia Group Inc,NASDAQ,Hotels Restaurants and Leisure,8598.0,22000,B,Medium,225,B,Medium,242,BB,Medium,305,BB,Medium,772,2022-04-17
0000815556,FAST,Fastenal Co,NASDAQ,Trading Companies and Distributors,5353.0,23000,B,Medium,230,BB,Medium,302,B,Medium,200,B,Medium,732,2022-04-17
0001048695,FFIV,F5 Inc,NASDAQ,Communications,2601.0,6500,B,Medium,200,B,Medium,221,B,Medium,215,B,Medium,636,2022-04-17
0000798354,FISV,Fiserv Inc,NASDAQ,Technology,14852.0,44000,BB,Medium,395,BB,Medium,302,BB,Medium,310,BBB,High,1007,2022-04-17
0001101239,EQIX,Equinix Inc,NASDAQ,Real Estate,6636.0,10000,A,High,515,BB,Medium,323,BB,Medium,315,BBB,High,1153,2022-04-17
0001262039,FTNT,Fortinet Inc,NASDAQ,Technology,2590.0,8000,A,High,500,BB,Medium,306,BB,Medium,305,BBB,High,1111,2022-04-17
0001370637,ETSY,ETSY Inc,NASDAQ,Retail,2329.0,2700,B,Medium,235,B,Medium,241,B,Medium,235,B,Medium,711,2022-04-17
0000038777,BEN,Franklin Resources Inc,NYSE,Financial Services,1628.0,9400,BB,Medium,321,BB,Medium,349,BB,Medium,310,BBB,High,980,2022-04-17
0001297996,DLR,Digital Realty Trust Inc,NYSE,Real Estate,4054.0,3000,A,High,540,BB,Medium,317,BB,Medium,300,BBB,High,1157,2022-04-17
0000313616,DHR,Danaher Corp,NYSE,Life Sciences Tools and Services,29453.0,78000,A,High,530,BB,Medium,344,BB,Medium,385,A,High,1259,2022-04-17
0000033185,EFX,Equifax Inc,NYSE,Professional Services,4928.0,13000,BB,Medium,390,BB,Medium,300,BB,Medium,305,BBB,High,995,2022-06-10
0001001250,EL,Estee Lauder Companies Inc,NYSE,Consumer products,16215.0,85000,A,High,500,BB,Medium,300,BB,Medium,300,BBB,High,1100,2022-04-17
0000915389,EMN,Eastman Chemical Co,NYSE,Chemicals,9823.0,14400,A,High,583,BB,Medium,365,BB,Medium,310,A,High,1258,2022-04-17
0000032604,EMR,Emerson Electric Co,NYSE,Electrical Equipment,15160.0,86700,AA,Excellent,605,BB,Medium,323,BB,Medium,315,A,High,1243,2022-04-17
0000821189,EOG,EOG Resources Inc,NYSE,Energy,17350.0,2800,A,High,550,B,Medium,252,B,Medium,240,BBB,High,1042,2022-04-17
0000906107,EQR,Equity Residential,NYSE,Real Estate,2257.0,2500,B,Medium,235,B,Medium,208,B,Medium,210,B,Medium,653,2022-04-17
0000072741,ES,Eversource Energy,NYSE,Utilities,2327.0,8500,A,High,576,BBB,High,409,BB,Medium,310,A,High,1295,2022-04-17
0000920522,ESS,Essex Property Trust Inc,NYSE,Real Estate,1526.0,1500,BB,Medium,377,BB,Medium,304,B,Medium,210,BB,Medium,891,2022-04-17
0000035527,FITB,Fifth Third Bancorp,NASDAQ,Banking,7651.0,20000,BB,Medium,313,BB,Medium,300,B,Medium,215,BB,Medium,828,2022-04-17
0000065984,ETR,Entergy Corp,NYSE,Utilities,11019.0,13000,AA,Excellent,653,BB,Medium,380,BB,Medium,310,A,High,1343,2022-04-17
0001289490,EXR,Extra Space Storage Inc,NYSE,Real Estate,1340.0,4400,A,High,572,B,Medium,289,B,Medium,225,BBB,High,1086,2022-04-17
0001099800,EW,Edwards Lifesciences Corp,NYSE,Health Care,5232.0,14000,B,Medium,290,BB,Medium,333,BB,Medium,305,BBB,High,928,2022-04-17
0001754301,FOXA,Fox Corp,NASDAQ,Media,14108.0,8400,B,Medium,295,BB,Medium,330,BB,Medium,315,BBB,High,940,2022-04-16
0000831259,FCX,Freeport-McMoRan Inc,NYSE,Metals and Mining,22845.0,27500,AA,Excellent,608,BB,Medium,313,BB,Medium,305,A,High,1226,2022-04-17
